OriginalReferenceCode,StandardReferenceCode,AcquisitionType,ReferenceType,OrgCitation,Title,Authors,PublicationDate,Version,OriginalLanguage,ISBN,FirstEditionDate,EditionNumber,NumberofPages,BookTitle,Editors,LongJournalName,AbbreviatedJournalName,ISSN,Volume,Issue,Pages,SeriesName,SeriesNumber,ReportTitle,FileFormat,WWW,DOI,PublicationMedium,OperatingSystem,Validfrom,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy,Citation
1825,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.",Cereals and Cereal Products. Third Supplement to McCance and Widdowson’s The Composition of Foods. 4. útg,"Holland, B., I.D. Unwin & D.H. Buss",1988-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., I.D. Unwin & D.H. Buss, 1988. Cereals and Cereal Products. Third Supplement to McCance and Widdowson’s The Composition of Foods. 4. útg. The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1803,,F,B,"H.M.S.O., London.","First supplement to McCance and Widdowson's: The composition of foods, amino acid composition (mg per 100 g food), fatty acid composition (g per 100 g food)","Paul, A.A., D.A.T. Southgate, J. Russel",1980-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul, A.A., D.A.T. Southgate, J. Russel, 1980. First supplement to McCance and Widdowson's: The composition of foods, amino acid composition (mg per 100 g food), fatty acid composition (g per 100 g food), H.M.S.O., London."
1257,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1978.,Rannsóknastofnun fiskiðnaðarins,1979-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1979. Ársskýrsla 1978."
1919,,C,R,"Levnedsmiddelstyrelsen, publikation nr. 202. Søborg, Danmark.",Eksotiske frugter og grøntsager,"Hansen, K., T. Leth",1991-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hansen, K., T. Leth, 1991. Eksotiske frugter og grøntsager. Levnedsmiddelstyrelsen, publikation nr. 202. Søborg, Danmark."
1281,,C,P,Rannsóknastofnun fiskiðnaðarins.,Óbirtar niðurstöður efnagreininga.,Alda Möller,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:23:41.0,,Alda Möller. Óbirtar niðurstöður efnagreininga.
1007,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Gildi tekið úr gögnum fyrir skylda fæðutegund í dönsku töflunum.,,,2010-03-09 02:58:49.0,,Gildi tekið úr gögnum fyrir skylda fæðutegund í dönsku töflunum.
1835,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.",Meat Products and Dishes. The sixth Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition),"Chan, W., J. Brown, S.M. Church & D.H. Buss",1996-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan, W., J. Brown, S.M. Church & D.H. Buss, 1996. Meat Products and Dishes. The sixth Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition). The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1263,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1980,Rannsóknastofnun fiskiðnaðarins,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1981. Ársskýrsla 1980."
1200,,C,P,Rannsóknastofnun fiskiðnaðarins,Óbirtar niðurstöður,Rannsóknastofnun fiskiðnaðarins,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:21:58.0,,Rannsóknastofnun fiskiðnaðarins. Óbirtar niðurstöður.
1315,,O,P,,Persónulegar upplýsingar,Sigurjón Arason,2007-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-04-23 11:29:08.893,,2010-04-23 11:32:29.0,,Sigurjón Arason. Persónulegar upplýsingar. Matís ohf.
1401,,C,R,RALA report no. 17.,Annual report on the Food Science Program,Rannsóknastofnun landbúnaðarins,1977-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual report on the Food Science Program, 1977. RALA report no. 17."
1601,,L,P,,,,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Coldwater Seafood Corporation. Niðurstöður efnagreininga á íslenskum fiski í Bandaríkjunum.,,,2010-03-09 04:38:31.0,,Coldwater Seafood Corporation. Niðurstöður efnagreininga á íslenskum fiski í Bandaríkjunum.
1618,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Sölusamtök lagmetis,,,2010-03-09 04:31:16.0,,Sölusamtök lagmetis
1707,,C,R,Orkustofnun,Efnagreiningar Orkustofnunar á heitu og köldu vatni.,Hrefna Kristmannsdóttir,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hrefna Kristmannsdóttir, 1987. Efnagreiningar Orkustofnunar á heitu og köldu vatni."
1272,,C,AJ,"Heilbrigðismál 4.tbl. 1983, 15-17",Mengun matar af málmum,Alda Möller,1983-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alda Möller, 1983. Mengun matar af málmum. Heilbrigðismál 4.tbl. 1983, 15-17."
1626,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Kjarnavörur hf.,,,2010-03-09 04:36:55.0,,Kjarnavörur hf.
1914,,P,AJ,Journal of Food Composition and analysis 1: 166-177.,Nutrient composition of U.S. and New Zealand lamb,"Lin, K.C., H.C. Cross, H.K: Johnson, B.C. Breidenstein, K. Ono",1988-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lin, K.C., H.C. Cross, H.K: Johnson, B.C. Breidenstein, K. Ono, 1988. Nutrient composition of U.S. and New Zealand lamb. Journal of Food Composition and analysis 1: 166-177."
1909,,C,R,Veterinærinstituttet og Oslo Helseråd.,Sporelementer i norske husdyr- og fiskeprodukter.,"Mjör-Grimsrud, M., S.H. Omang, K. Moksnes",1983-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mjör-Grimsrud, M., S.H. Omang, K. Moksnes, 1983. Sporelementer i norske husdyr- og fiskeprodukter. Veterinærinstituttet og Oslo Helseråd."
1406,,C,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga á kjöti. Beitartilraun á Skriðuklaustri.,Guðjón Þorkelsson,1977-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guðjón Þorkelsson, 1977. Óbirtar niðurstöður efnagreininga á kjöti. Beitartilraun á Skriðuklaustri."
1316,,C,R,Skýrsla Matís 31-10.,Grandskoðum þann gula frá miðum til maga - Rannsókn á þáttum sem hafa áhrif á verðmæti þorskafla.,"Helga Gunnlaugsdóttir, Jónas R. Viðarsson, Ásta M. Ásmundsdóttir o.fl.,",2010-09-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-10-09 08:50:21.89,,2011-05-20 01:14:20.0,,"Helga Gunnlaugsdóttir, Jónas R. Viðarsson, Ásta M. Ásmundsdóttir o.fl., 2010. Grandskoðum þann gula frá miðum til maga - Rannsókn á þáttum sem hafa áhrif á verðmæti þorskafla. Skýrsla Matís 31-10. ISSN 1670-7192."
1479,,C,R,,Athugun á gæðum gagna í ÍSGEM gagnagrunninum.,Ólafur Reykdal,2006-08-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-03-09 15:15:35.14,,2010-03-09 03:23:46.0,,"Ólafur Reykdal, 2006. Athugun á gæðum gagna í ÍSGEM gagnagrunninum. Matvælarannsóknir Keldnaholti. Fréttabréf 7 (4)."
1106,,D,AJ,Freyr 33 (11): 186-189.,Rannsóknir á kartöflum árin 1937 og 1938. Freyr 33 (11): 186-189.,Jón E. Vestdal,1938-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón E. Vestdal, 1938. Rannsóknir á kartöflum árin 1937 og 1938. Freyr 33 (11): 186-189."
1833,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.","Meat, Poultry and Game. The fifth Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition)","Chan, W., J. Brown, S.M. Lee & D.H. Buss",1995-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chan, W., J. Brown, S.M. Lee & D.H. Buss, 1995. Meat, Poultry and Game. The fifth Supplement to McCance and Widdowson’s The Composition of Foods (5th Edition). The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1268,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1982,Rannsóknastofnun fiskiðnaðarins,1983-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1983. Ársskýrsla 1982."
1300,,O,R,Maís gögn,,,2007-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Þau gögn frá Matís sem falla ekki undir sérstök heimildanúmer. Útprentuð gögn frá rannsóknastofu.,2007-01-01 00:00:00.0,,2010-03-09 03:14:37.0,,Maís gögn
1715,,C,AR,Starfshópur um hreinleika mjólkurafurða 1. rit: 26-30.,Rannsókn á geislavirkni í íslenskri mjólk,"Sigurður Emil Pálsson, Sigurður M. Magnússon og Elísabet D. Ólafsdóttir",1993-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sigurður Emil Pálsson, Sigurður M. Magnússon og Elísabet D. Ólafsdóttir, 1993. Rannsókn á geislavirkni í íslenskri mjólk. Starfshópur um hreinleika mjólkurafurða 1. rit: 26-30."
1438,,O,R,"Háskóli Íslands, matvælafræðiskor og Rannsóknastofnun landbúnaðarins. Skýrsla um námsverkefni.",Efnagreiningar á unnum kjötvörum.,Valgerður Ásta Guðmundsdóttir,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valgerður Ásta Guðmundsdóttir, 1988. Efnagreiningar á unnum kjötvörum. Nemendaverkefni. Háskóli Íslands og Rannsóknastofnun landbúnaðarins."
1435,,O,R,"Fjölrit RALA nr. 131, fæðudeild 9. rit.","Efnainnihald íslenskra garðávaxta, næringarefni og nítrat.",Ólafur Reykdal og Grímur Ólafsson,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal og Grímur Ólafsson, 1988. Efnainnihald íslenskra garðávaxta, næringarefni og nítrat. Fjölrit RALA nr. 131, fæðudeild 9. rit."
1146,,P,AJ,Aquaculture 84: 71-80.,"Fatty acid composition of muscle, heart and liver lipids in Atlantic salmon, Salmo salar, at extremely low environmental temperature.","Skúladóttir, G.V., H.B. Schiöth, E. Guðmundsdóttir, B. Richards, F. Garðarsson, L. Jónsson",1990-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skúladóttir, G.V., H.B. Schiöth, E. Guðmundsdóttir, B. Richards, F. Garðarsson, L. Jónsson, 1990. Fatty acid composition of muscle, heart and liver lipids in Atlantic salmon, Salmo salar, at extremely low environmental temperature. Aquaculture 84: 71-80."
1813,,F,B,"Statens livsmedelsverk, Uppsala.",Livsmedelstabeller.,Statens livsmedelsverk,1986-01-01 00:00:00.0,,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statens livsmedelsverk, 1986. Livsmedelstabeller. Statens livsmedelsverk, Uppsala."
1117,,C,P,Persónulegar upplýsingar,Mæliniðurstöður,Kristín Ingólfsdóttir,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristín Ingólfsdóttir. Mæliniðurstöður. 1987.
1282,,C,R,Tæknitíðindi nr. 165. Rannsóknastofnun fiskiðnaðarins.,Histamín í fiskimjöli,Edda Magnúsdóttir og Alda Möller,1986-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edda Magnúsdóttir og Alda Möller, 1986. Histamín í fiskimjöli. Tæknitíðindi nr. 165."
1615,,L,P,,,,1990-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Ásbjörn Ólafsson hf.,,,2010-03-09 04:43:44.0,,Ásbjörn Ólafsson hf.
1425,,O,R,"Fjölrit RALA nr. 120, fæðudeild 6. rit.",Efnagreiningar á kjöti 1984-86.,"Ólafur Reykdal, Ágúst Ó. Sigurðsson og Guðjón Þorkelsson",1986-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, Ágúst Ó. Sigurðsson og Guðjón Þorkelsson, 1986. Efnagreiningar á kjöti 1984-86. Fjölrit RALA nr. 120, fæðudeild 6. rit."
1917,,P,AJ,Journal of Agricultural and Food Chemistry 37: 655-659.,"Carotenoids in Finnish foods: Vegetables, fruits and berries","Heinonen, M., V. Ollilainen, E. Linkola, P. Varo, Koivistoinen",1989-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heinonen, M., V. Ollilainen, E. Linkola, P. Varo, Koivistoinen, 1989. Carotenoids in Finnish foods: Vegetables, fruits and berries. Journal of Agricultural and Food Chemistry 37: 655-659."
1283,,C,R,"Fjölrit Rannsóknastofnunar fiskiðnaðarins, 9. rit.",Snefilmálmar í íslenskum fiski og fiskafurðum,"Geir Arnesen, Elín Árnadóttir, Magnús Guðmundsson og Haraldur Antonsson",1986-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geir Arnesen, Elín Árnadóttir, Magnús Guðmundsson og Haraldur Antonsson, 1986. Snefilmálmar í íslenskum fiski og fiskafurðum. Fjölrit Rannsóknastofnunar fiskiðnaðarins, 9. rit."
1000,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Núll-gildi sett vegna þess að viðkomandi efni er ekki frá náttúrunnar hendi í fæðutegundinni. Ekki er um mælingar að ræða. (Ef núll eða óverulegt gildi fæst með mælingu er alltaf gefið upp annað heimildanúmer en 1000).,,,2010-03-09 02:56:42.0,,Núll-gildi sett vegna þess að viðkomandi efni er ekki frá náttúrunnar hendi í fæðutegundinni. Ekki er um mælingar að ræða. (Ef núll eða óverulegt gildi fæst með mælingu er alltaf gefið upp annað heimildanúmer en 1000).
1603,,L,P,,,,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Sanitas hf.,,,2010-03-09 04:39:05.0,,Sanitas hf.
1312,,O,P,Matís,Óbirtar niðurstöður fitusýrugreininga 2008-2010,,2008-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-20 01:11:29.0,,Óbirtar niðurstöður fitusýrugreininga 2008-2010. Matís.
1008,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Gildi tekið úr gögnum fyrir skylda fæðutegund í öðrum töflum en íslenskum og dönskum.,,,2010-03-09 02:59:24.0,,Gildi tekið úr gögnum fyrir skylda fæðutegund í öðrum töflum en íslenskum og dönskum.
1807,,F,B,"Kansaneläkelaitos, Helsinki.",Nutrient composition of foods,"Rastas, M., R. Seppänen, L-R. Knuts, R-L. Karvetti, P. Varo (eds.)",1989-01-01 00:00:00.0,,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rastas, M., R. Seppänen, L-R. Knuts, R-L. Karvetti, P. Varo (eds.), 1989. Nutrient composition of foods. Kansaneläkelaitos, Helsinki."
1818,,F,R,"US Department of Agriculture, Human Nutrition Information Service",Provisional table on the fatty acid and cholesterol content of foods.,"US Department of Agriculture, Human Nutrition Information Service",1987-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-09 05:14:54.0,,"US Department of Agriculture, Human Nutrition Information Service. Provisional table on the fatty acid and cholesterol content of foods."
2109,,X,X,Laust,,,1900-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-20 01:17:11.0,,Laust
1238,,C,R,Tæknitíðindi nr. 33. Rannsóknastofnun fiskiðnaðarins.,Árstíðabreytingar á lýsismagni þorsklifrar.,Júlíus Guðmundsson og Páll Ólafsson,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Júlíus Guðmundsson og Páll Ólafsson, 1973. Árstíðabreytingar á lýsismagni þorsklifrar. Tæknitíðindi nr. 33."
1250,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1975.,Rannsóknastofnun fiskiðnaðarins,1976-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1976. Ársskýrsla 1975."
1149,,C,AJ,"Snefill, rit efnafræðinema: Einnig: Morgunblaðið 28. okt. 1995.",Niðurstöður fitusýrugreininga á feitmeti.,Bergþóra Hlíðkvist Skúladóttir,1995-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergþóra Hlíðkvist Skúladóttir, 1995. Niðurstöður fitusýrugreininga á feitmeti. Morgunblaðið 28. okt. 1995 og Snefill, rit efnafræðinema."
1225,,C,R,Rannsóknastofnun fiskiðnaðarins,Ársskýrsla 1970.,Rannsóknastofnun fiskiðnaðarins,1972-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1972. Ársskýrsla 1970."
1904,,P,AJ,"AVI Publishing Co., Westport, Connecticut.",Fundamentals of dairy chemistry,"Webb, B.H., A.H. Johnson",1965-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webb, B.H., A.H. Johnson, 1965. Fundamentals of dairy chemistry. AVI Publishing Co., Westport, Connecticut."
1416,,C,R,Fjölrit RALA nr. 77.,Nítrat og nítrít í fæðu.,Jón Óttar Ragnarsson og Ragnheiður Héðinsdóttir,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón Óttar Ragnarsson og Ragnheiður Héðinsdóttir, 1981. Nítrat og nítrít í fæðu. Fjölrit RALA nr. 77."
1622,,L,P,,,,1990-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Kraftlýsi hf.,,,2010-03-09 04:33:57.0,,Kraftlýsi hf.
1430,,C,R,Rannsóknastofnun landbúnaðarins,Nýting á kjötskrokkum. Verkefni unnið fyrir Búvörudeild SÍS. Rannsóknastofnun landbúnaðarins.,Ragnheiður Héðinsdóttir,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ragnheiður Héðinsdóttir, 1987. Nýting á kjötskrokkum. Verkefni unnið fyrir Búvörudeild SÍS. Rannsóknastofnun landbúnaðarins."
1050,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Gildi fengið með því að umreikna gildi fyrir sömu fæðutegund í íslenska gagnabankanum.,,,2010-03-09 02:59:59.0,,Gildi fengið með því að umreikna gildi fyrir sömu fæðutegund í íslenska gagnabankanum.
1051,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Gildi fengið með því að umreikna gildi fyrir skylda fæðutegund í íslenska gagnabankanum.,,,2010-03-09 03:02:23.0,,Gildi fengið með því að umreikna gildi fyrir skylda fæðutegund í íslenska gagnabankanum.
1240,,C,R,Tæknitíðindi nr. 35. Rannsóknastofnun fiskiðnaðarins.,Rannsóknir varðandi hringormavandamálið,Björn Dagbjartsson,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Björn Dagbjartsson, 1973. Rannsóknir varðandi hringormavandamálið. Tæknitíðindi nr. 35."
1410,,C,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga 1977-80.,Þuríður Þorbjarnardóttir,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:28:14.0,,Þuríður Þorbjarnardóttir. Óbirtar niðurstöður efnagreininga 1977-80.
1251,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1976.,Rannsóknastofnun fiskiðnaðarins,1977-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1977. Ársskýrsla 1976."
1468,,O,R,"Matra 02:07, 50 bls.",Rannsókn á aðskotaefnum í íslenskri mjólk 2000 - 2001 og áhættumat fyrir aðskotaefni,"Ólafur Reykdal, Guðmundur Guðmundsson, Sigurður Emil Pálsson og Hannes Hafsteinsson",2002-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-11 11:08:04.0,,"Ólafur Reykdal, Guðmundur Guðmundsson, Sigurður Emil Pálsson og Hannes Hafsteinsson, 2002. Rannsókn á aðskotaefnum í íslenskri mjólk 2000 - 2001 og áhættumat fyrir aðskotaefni. Matra 02:07, 50 bls."
1617,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Silfurlax,,,2010-03-09 04:30:44.0,,Silfurlax
1470,,C,R,Ráðunautafundur 2001: 261-264.,Efnasamsetning folaldakjöts,"Guðjón Þorkelsson, Baldur J. Vigfússon, Rósa Jónsdóttir, Ólafur Reykdal",2001-02-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-03-09 15:42:50.26,,2012-03-24 11:05:15.0,,"Guðjón Þorkelsson, Baldur J. Vigfússon, Rósa Jónsdóttir, Ólafur Reykdal, 2001. Efnasamsetning folaldakjöts. Ráðunautafundur 2001: 261-264."
1616,,L,P,,,,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Vífilfell hf.,,,2010-03-09 04:30:01.0,,Vífilfell hf.
1456,,O,R,Fjölrit Rala 204,Ólífræn snefilefni í landbúnaðarafurðum,Rannsóknastofnun landbúnaðarins,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Einnig óbirtar niðurstöður mælinga á ólífrænum snefilefnum í fiski frá Rannsóknastofnun fiskiðnaðarins. (Sýnataka fór fram 1996.).,,,,,"Rannsóknastofnun landbúnaðarins, 2000. Ólífræn snefilefni í landbúnaðarafurðum. Fjölrit Rala 204. - Einnig óbirtar niðurstöður mælinga á ólífrænum snefilefnum í fiski frá Rannsóknastofnun fiskiðnaðarins. (Sýnataka fór fram 1996.)."
1829,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.","Vegetables, Herbs and Spices. The fifth Supplement to McCance and Widdowson’s The Composition of Foods (4th Edition)","Holland, B., I.D. Unwin & D.H. Buss",1991-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., I.D. Unwin & D.H. Buss, 1991. Vegetables, Herbs and Spices. The fifth Supplement to McCance and Widdowson’s The Composition of Foods (4th Edition). The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1140,,C,R,"Science Institute, University of Iceland.",Study of Icelandic milk and milk products.,Jón Óttar Ragnarsson,1974-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón Óttar Ragnarsson, 1974. Study of Icelandic milk and milk products. Science Institute, University of Iceland."
1102,,D,AR,Atvinnudeild Háskóla Íslands. Skýrsla.,Skýrsla Iðnaðardeildar árið 1940.,Atvinnudeild Háskólans,1941-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atvinnudeild Háskólans, 1941. Skýrsla Iðnaðardeildar árið 1940."
1121,,P,AJ,Tímarit um lyfjafræði 20: 11-12.,"Klórkolefnissambönd í smjörfitu, hreindýrafitu og kindafitu.",Jóhannes Skaftason og Þorkell Jóhannesson,1985-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jóhannes Skaftason og Þorkell Jóhannesson, 1985. Klórkolefnissambönd í smjörfitu, hreindýrafitu og kindafitu. Tímarit um lyfjafræði 20: 11-12."
1712,,C,P,Rannsóknastofnun landbúnaðarins,Efnagreiningar frá efnagreiningastofu.,Rannsóknastofnun landbúnaðarins,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:40:29.0,,Rannsóknastofnun landbúnaðarins. Efnagreiningar frá efnagreiningastofu.
1478,,O,R,"Matra 06:03, 24 bls.","Joð, selen og kvikasilfur í kjöti, mjólk og eggjum","Ólafur Reykdal, Óli Þór Hilmarsson og Guðjón Atli Auðunsson",2006-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, Óli Þór Hilmarsson og Guðjón Atli Auðunsson, 2006. Joð, selen og kvikasilfur í kjöti, mjólk og eggjum. Matra 06:03, 24 bls."
1218,,C,R,Rannsóknastofnun fiskiðnaðarins,Skýrsla um starfsemi 1968.,Rannsóknastofnun fiskiðnaðarins,1969-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1969. Skýrsla um starfsemi 1968."
1260,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1979.,Rannsóknastofnun fiskiðnaðarins,1980-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1980. Ársskýrsla 1979."
1816,,F,P,"Heilsufrøðiliga Starfsstovan. Debesartrøð, Tórshavn, Føroyar.",,Heilsufrøðiliga Starfsstovan,1988-01-01 00:00:00.0,,fo,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-09 05:15:26.0,,"Heilsufrøðiliga Starfsstovan. Debesartrøð, Tórshavn, Føroyar."
1226,,C,AJ,Tímarit um lyfjafræði 5 (2): 3-10.,DDT í fiski og fiskafurðum.,Erla Salómonsdóttir,1970-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erla Salómonsdóttir, 1970. DDT í fiski og fiskafurðum. Tímarit um lyfjafræði 5 (2): 3-10."
